filename,class,xmin,ymin,xmax,ymax,obj_id
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,587.7372262773723,31.51367781155015,600.0000000000001,42.01823708206687,0
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,570.2189781021897,70.03039513677811,592.9927007299269,86.66261398176292,1
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,584.2335766423357,49.02127659574468,600.0,62.15197568389057,2
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,568.4671532846717,35.89057750759879,580.7299270072995,46.39513677811551,3
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,548.3211678832116,119.05167173252279,592.9927007299269,156.69300911854103,4
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,559.7080291970805,86.66261398176295,591.2408759124089,110.29787234042553,5
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,545.6934306569343,54.27355623100304,564.9635036496351,70.90577507598783,6
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,551.8248175182482,45.519756838905764,569.3430656934307,57.77507598784194,7
XXX_TUS233_1593434074.9331036_1.jpg,Vehicle,578.978102189781,24.510638297872337,588.6131386861313,32.389057750759875,8
XXX_TUS233_1593384265.5749707_3.jpg,Vehicle,598.5834738617201,15.764210526315788,605.868465430017,21.827368421052633,9
XXX_TUS216_1593418472.577725_1.jpg,Vehicle,329.34306569343073,166.32218844984803,440.58394160583947,262.61398176291794,10
XXX_TUS216_1593418472.577725_1.jpg,Vehicle,23.649635036496363,381.66565349544067,285.54744525547443,563.7446808510638,11
XXX_TUS216_1593418472.577725_1.jpg,Vehicle,307.44525547445244,26.26139817629179,327.5912408759123,46.3951367781155,12
XXX_TUS216_1593413671.6838837_1.jpg,Vehicle,300.4379562043796,23.63525835866261,313.5766423357665,41.14285714285714,13
XXX_TUS216_1593413671.6838837_1.jpg,Vehicle,212.84671532846718,140.06079027355622,320.5839416058394,230.22492401215803,14
XXX_TUS216_1593413671.6838837_1.jpg,Vehicle,355.6204379562044,141.8115501519757,453.7226277372264,238.9787234042553,15
XXX_TUS216_1593413671.6838837_1.jpg,Vehicle,345.1094890510949,79.6595744680851,393.28467153284674,118.17629179331306,16
XXX_TUS216_1593413671.6838837_1.jpg,Vehicle,323.2116788321169,42.01823708206687,350.36496350364973,63.90273556231002,17
XXX_TUS216_1593410671.3585854_1.jpg,Vehicle,397.6642335766424,54.27355623100304,425.69343065693437,79.65957446808511,18
XXX_TUS216_1593410671.3585854_1.jpg,Vehicle,342.4817518248176,175.95136778115503,440.5839416058396,266.9908814589666,19
XXX_TUS216_1593410671.3585854_1.jpg,Vehicle,350.3649635036496,67.40425531914893,385.4014598540146,100.66869300911853,20
